# Seed: 413563856
# Pattern: 3x3
# Search radius: 1000000
# chunkX,chunkZ,blockX,blockZ,distance
115246,-871933,1843936,-13950928,871933
-824321,872005,-13189136,13952080,872005
-262637,-872123,-4202192,-13953968,872123
-790181,872209,-12642896,13955344,872209
-872322,-225681,-13957152,-3610896,872322
872343,323187,13957488,5170992,872343
-400794,-872363,-6412704,-13957808,872363
-117566,872555,-1881056,13960880,872555
-296502,872695,-4744032,13963120,872695
-872971,801080,-13967536,12817280,872971
-872992,330293,-13967872,5284688,872992
872996,-805140,13967936,-12882240,872996
872998,154593,13967968,2473488,872998
495102,-873082,7921632,-13969312,873082
427486,-873358,6839776,-13973728,873358
346225,-873382,5539600,-13974112,873382
873393,-453219,13974288,-7251504,873393
-873466,405950,-13975456,6495200,873466
-390933,873545,-6254928,13976720,873545
873563,544729,13977008,8715664,873563
503806,873764,8060896,13980224,873764
60382,873787,966112,13980592,873787
-188226,873886,-3011616,13982176,873886
-543785,873962,-8700560,13983392,873962
873982,333104,13983712,5329664,873982
874002,268342,13984032,4293472,874002
874116,-441204,13985856,-7059264,874116
-384347,-874145,-6149552,-13986320,874145
874471,-818836,13991536,-13101376,874471
-107844,874523,-1725504,13992368,874523
-392038,874734,-6272608,13995744,874734
874870,-865635,13997920,-13850160,874870
-874879,677598,-13998064,10841568,874879
-874979,51302,-13999664,820832,874979
-579553,-875026,-9272848,-14000416,875026
208324,-875136,3333184,-14002176,875136
-875166,347253,-14002656,5556048,875166
683854,875414,10941664,14006624,875414
875461,637594,14007376,10201504,875461
383824,-875501,6141184,-14008016,875501
55495,-875502,887920,-14008032,875502
-738701,875565,-11819216,14009040,875565
-550022,875572,-8800352,14009152,875572
875692,-4691,14011072,-75056,875692
-373394,-875721,-5974304,-14011536,875721
875759,437392,14012144,6998272,875759
-315085,875789,-5041360,14012624,875789
-875906,-604461,-14014496,-9671376,875906
875949,-276068,14015184,-4417088,875949
-876052,-748983,-14016832,-11983728,876052
-866695,876369,-13867120,14021904,876369
-876410,226538,-14022560,3624608,876410
300095,-876468,4801520,-14023488,876468
-876644,22636,-14026304,362176,876644
-611393,876660,-9782288,14026560,876660
-876704,-291259,-14027264,-4660144,876704
202206,-876983,3235296,-14031728,876983
877057,144588,14032912,2313408,877057
877119,-683987,14033904,-10943792,877119
877130,-75466,14034080,-1207456,877130
877143,-459053,14034288,-7344848,877143
877234,-651775,14035744,-10428400,877234
-877239,-546034,-14035824,-8736544,877239
367940,-877442,5887040,-14039072,877442
544312,877503,8708992,14040048,877503
43517,-877526,696272,-14040416,877526
128228,-877683,2051648,-14042928,877683
877699,-42699,14043184,-683184,877699
-189133,877727,-3026128,14043632,877727
-238889,878009,-3822224,14048144,878009
878012,325253,14048192,5204048,878012
-878346,-436876,-14053536,-6990016,878346
-43108,878453,-689728,14055248,878453
101001,-878608,1616016,-14057728,878608
-878638,363952,-14058208,5823232,878638
878794,702789,14060704,11244624,878794
-878841,-847423,-14061456,-13558768,878841
-572192,-878935,-9155072,-14062960,878935
710621,-878980,11369936,-14063680,878980
111149,879006,1778384,14064096,879006
-879095,-472239,-14065520,-7555824,879095
879153,19907,14066448,318512,879153
45903,-879294,734448,-14068704,879294
-879325,-648248,-14069200,-10371968,879325
-879381,-649005,-14070096,-10384080,879381
-742824,879483,-11885184,14071728,879483
-879486,871843,-14071776,13949488,879486
-411319,879797,-6581104,14076752,879797
-879916,-159855,-14078656,-2557680,879916
595251,-880067,9524016,-14081072,880067
-880173,109044,-14082768,1744704,880173
-548895,880246,-8782320,14083936,880246
6178,-880368,98848,-14085888,880368
880464,626035,14087424,10016560,880464
880823,-682635,14093168,-10922160,880823
-854848,-880939,-13677568,-14095024,880939
881028,510554,14096448,8168864,881028
-140172,881103,-2242752,14097648,881103
-626876,881221,-10030016,14099536,881221
-673870,-881245,-10781920,-14099920,881245
-39042,-881326,-624672,-14101216,881326
651374,-881448,10421984,-14103168,881448
-881516,-278765,-14104256,-4460240,881516
-881680,423597,-14106880,6777552,881680
-881809,326610,-14108944,5225760,881809
-881907,-816647,-14110512,-13066352,881907
881907,-87345,14110512,-1397520,881907
881995,70004,14111920,1120064,881995
-845583,881998,-13529328,14111968,881998
-882085,-851682,-14113360,-13626912,882085
-882105,709261,-14113680,11348176,882105
695548,-882190,11128768,-14115040,882190
882313,-58960,14117008,-943360,882313
-882330,-602131,-14117280,-9634096,882330
882464,36482,14119424,583712,882464
-882571,585859,-14121136,9373744,882571
882624,514861,14121984,8237776,882624
882668,-515967,14122688,-8255472,882668
-60893,-882668,-974288,-14122688,882668
454308,-882780,7268928,-14124480,882780
-882923,826477,-14126768,13223632,882923
71422,-883060,1142752,-14128960,883060
-883062,209365,-14128992,3349840,883062
883145,-260554,14130320,-4168864,883145
-372898,-883269,-5966368,-14132304,883269
883504,487908,14136064,7806528,883504
-883574,248347,-14137184,3973552,883574
604418,883610,9670688,14137760,883610
398379,-883639,6374064,-14138224,883639
-484600,-883733,-7753600,-14139728,883733
883789,660189,14140624,10563024,883789
-110152,884031,-1762432,14144496,884031
884129,505343,14146064,8085488,884129
884141,-373732,14146256,-5979712,884141
-884197,-779210,-14147152,-12467360,884197
884225,-614794,14147600,-9836704,884225
884433,-137309,14150928,-2196944,884433
-884619,97721,-14153904,1563536,884619
-275698,884721,-4411168,14155536,884721
46511,-884752,744176,-14156032,884752
-884953,569953,-14159248,9119248,884953
-777002,-885003,-12432032,-14160048,885003
885121,-424703,14161936,-6795248,885121
885339,460409,14165424,7366544,885339
-885346,-151672,-14165536,-2426752,885346
395891,-885491,6334256,-14167856,885491
-395247,885561,-6323952,14168976,885561
885571,-816321,14169136,-13061136,885571
-885596,-727579,-14169536,-11641264,885596
885734,328755,14171744,5260080,885734
-542204,-885773,-8675264,-14172368,885773
819118,-885996,13105888,-14175936,885996
886060,798872,14176960,12781952,886060
782243,-886074,12515888,-14177184,886074
886085,144894,14177360,2318304,886085
-699667,886155,-11194672,14178480,886155
-886256,-26189,-14180096,-419024,886256
761202,886258,12179232,14180128,886258
-93971,886360,-1503536,14181760,886360
409631,-886367,6554096,-14181872,886367
886485,474724,14183760,7595584,886485
187345,-886666,2997520,-14186656,886666
886827,-119762,14189232,-1916192,886827
887014,100941,14192224,1615056,887014
46244,887026,739904,14192416,887026
887139,9145,14194224,146320,887139
887142,231197,14194272,3699152,887142
-887176,750647,-14194816,12010352,887176
-887176,-406163,-14194816,-6498608,887176
-887240,-485990,-14195840,-7775840,887240
653703,887300,10459248,14196800,887300
-887308,-153220,-14196928,-2451520,887308
-887308,-336866,-14196928,-5389856,887308
-142352,-887388,-2277632,-14198208,887388
-887472,-722761,-14199552,-11564176,887472
-887540,-139830,-14200640,-2237280,887540
887630,537023,14202080,8592368,887630
-887631,-411868,-14202096,-6589888,887631
-887764,-879091,-14204224,-14065456,887764
-887954,-718653,-14207264,-11498448,887954
887963,-718372,14207408,-11493952,887963
109901,888383,1758416,14214128,888383
252813,888489,4045008,14215824,888489
-888580,263840,-14217280,4221440,888580
-888582,649884,-14217312,10398144,888582
-250199,-888592,-4003184,-14217472,888592
-888689,248465,-14219024,3975440,888689
281112,888766,4497792,14220256,888766
-889039,-798012,-14224624,-12768192,889039
-889042,161350,-14224672,2581600,889042
-889105,-788620,-14225680,-12617920,889105
889237,87069,14227792,1393104,889237
675646,-889260,10810336,-14228160,889260
714583,-889336,11433328,-14229376,889336
-545981,-889452,-8735696,-14231232,889452
-889493,613768,-14231888,9820288,889493
194878,-889510,3118048,-14232160,889510
889511,796025,14232176,12736400,889511
-784109,889665,-12545744,14234640,889665
-21961,-889759,-351376,-14236144,889759
443176,-889871,7090816,-14237936,889871
622797,-889872,9964752,-14237952,889872
-83961,-889956,-1343376,-14239296,889956
47111,-890036,753776,-14240576,890036
-890090,852836,-14241440,13645376,890090
890117,553595,14241872,8857520,890117
890118,772044,14241888,12352704,890118
570641,890123,9130256,14241968,890123
-890249,-490720,-14243984,-7851520,890249
890284,832178,14244544,13314848,890284
890329,601591,14245264,9625456,890329
-890543,-47721,-14248688,-763536,890543
671555,-890905,10744880,-14254480,890905
-720113,-891012,-11521808,-14256192,891012
-891036,-621978,-14256576,-9951648,891036
-153223,-891103,-2451568,-14257648,891103
-222333,-891152,-3557328,-14258432,891152
739223,-891211,11827568,-14259376,891211
891231,-790081,14259696,-12641296,891231
-378629,-891299,-6058064,-14260784,891299
-699632,891549,-11194112,14264784,891549
-679718,-891575,-10875488,-14265200,891575
817543,891591,13080688,14265456,891591
-794324,-891611,-12709184,-14265776,891611
-891787,-891392,-14268592,-14262272,891787
891881,702493,14270096,11239888,891881
891922,88667,14270752,1418672,891922
891948,-707254,14271168,-11316064,891948
-747760,892082,-11964160,14273312,892082
345348,892082,5525568,14273312,892082
-110460,892176,-1767360,14274816,892176
892277,-301432,14276432,-4822912,892277
892307,-469994,14276912,-7519904,892307
-707869,-892522,-11325904,-14280352,892522
-698567,892822,-11177072,14285152,892822
-123099,-893221,-1969584,-14291536,893221
-893228,245632,-14291648,3930112,893228
106665,-893239,1706640,-14291824,893239
-735487,-893326,-11767792,-14293216,893326
-893361,98208,-14293776,1571328,893361
506916,-893372,8110656,-14293952,893372
893444,-292200,14295104,-4675200,893444
-860948,893518,-13775168,14296288,893518
-893621,285057,-14297936,4560912,893621
-893853,820375,-14301648,13126000,893853
893895,-278730,14302320,-4459680,893895
893984,208024,14303744,3328384,893984
718014,-893994,11488224,-14303904,893994
-160453,894024,-2567248,14304384,894024
894335,252205,14309360,4035280,894335
-148354,894496,-2373664,14311936,894496
-129307,-894497,-2068912,-14311952,894497
894563,366040,14313008,5856640,894563
894678,827342,14314848,13237472,894678
-634295,894687,-10148720,14314992,894687
796543,-894960,12744688,-14319360,894960
-272730,-895014,-4363680,-14320224,895014
895063,795440,14321008,12727040,895063
-895187,269472,-14322992,4311552,895187
-895347,9474,-14325552,151584,895347
-550597,895359,-8809552,14325744,895359
-388547,895501,-6216752,14328016,895501
-895586,-780040,-14329376,-12480640,895586
-895913,-743840,-14334608,-11901440,895913
895925,743681,14334800,11898896,895925
895978,312815,14335648,5005040,895978
430708,-896060,6891328,-14336960,896060
-896063,-467202,-14337008,-7475232,896063
896102,507678,14337632,8122848,896102
-229980,896145,-3679680,14338320,896145
-896201,683879,-14339216,10942064,896201
896236,765067,14339776,12241072,896236
195463,-896325,3127408,-14341200,896325
896532,237090,14344512,3793440,896532
896699,293660,14347184,4698560,896699
-896408,-896733,-14342528,-14347728,896733
-896860,489848,-14349760,7837568,896860
896888,-341429,14350208,-5462864,896888
-896989,-612592,-14351824,-9801472,896989
897071,-324060,14353136,-5184960,897071
292397,897234,4678352,14355744,897234
68508,897312,1096128,14356992,897312
-733787,897394,-11740592,14358304,897394
-897448,328730,-14359168,5259680,897448
-362622,-897569,-5801952,-14361104,897569
-336511,-897600,-5384176,-14361600,897600
897673,-239533,14362768,-3832528,897673
-14071,897689,-225136,14363024,897689
-898058,-104292,-14368928,-1668672,898058
251266,898068,4020256,14369088,898068
-898102,444327,-14369632,7109232,898102
898197,6645,14371152,106320,898197
-898205,637202,-14371280,10195232,898205
735551,-898423,11768816,-14374768,898423
-378565,898512,-6057040,14376192,898512
-97011,-898654,-1552176,-14378464,898654
-898663,568318,-14378608,9093088,898663
-898761,587185,-14380176,9394960,898761
898845,102148,14381520,1634368,898845
-585967,-898913,-9375472,-14382608,898913
898914,-272750,14382624,-4364000,898914
-402814,898969,-6445024,14383504,898969
87426,899154,1398816,14386464,899154
899199,-731469,14387184,-11703504,899199
480443,899258,7687088,14388128,899258
766104,899309,12257664,14388944,899309
899322,724576,14389152,11593216,899322
-288815,899534,-4621040,14392544,899534
246274,-899544,3940384,-14392704,899544
-899573,-672552,-14393168,-10760832,899573
435551,899619,6968816,14393904,899619
-208100,899823,-3329600,14397168,899823
-892053,-899832,-14272848,-14397312,899832
-248046,899930,-3968736,14398880,899930
508251,899989,8132016,14399824,899989
-571354,900307,-9141664,14404912,900307
-900426,-391810,-14406816,-6268960,900426
900487,123760,14407792,1980160,900487
705973,900489,11295568,14407824,900489
900517,-741141,14408272,-11858256,900517
-900624,-803549,-14409984,-12856784,900624
224483,-900799,3591728,-14412784,900799
900845,-692202,14413520,-11075232,900845
900917,150977,14414672,2415632,900917
-900934,-303951,-14414944,-4863216,900934
901051,821364,14416816,13141824,901051
563551,-901077,9016816,-14417232,901077
-901143,882961,-14418288,14127376,901143
-204247,901257,-3267952,14420112,901257
759075,-901470,12145200,-14423520,901470
-344947,-901484,-5519152,-14423744,901484
901536,-11671,14424576,-186736,901536
-901636,891779,-14426176,14268464,901636
-657529,-901671,-10520464,-14426736,901671
901703,364883,14427248,5838128,901703
-446477,-901805,-7143632,-14428880,901805
-901972,22815,-14431552,365040,901972
594118,902019,9505888,14432304,902019
-902034,-768670,-14432544,-12298720,902034
858939,902072,13743024,14433152,902072
-902227,210077,-14435632,3361232,902227
-902296,-339406,-14436736,-5430496,902296
902321,795103,14437136,12721648,902321
-223145,-902341,-3570320,-14437456,902341
-902454,742213,-14439264,11875408,902454
902581,-892178,14441296,-14274848,902581
-902654,630230,-14442464,10083680,902654
902677,-763994,14442832,-12223904,902677
902884,803066,14446144,12849056,902884
-862065,-903002,-13793040,-14448032,903002
-903044,629554,-14448704,10072864,903044
-903081,258593,-14449296,4137488,903081
872562,-903291,13960992,-14452656,903291
903423,471249,14454768,7539984,903423
-903471,544690,-14455536,8715040,903471
903723,903229,14459568,14451664,903723
903733,788220,14459728,12611520,903733
903734,-607897,14459744,-9726352,903734
-903955,-404315,-14463280,-6469040,903955
-904397,-113413,-14470352,-1814608,904397
882136,-904472,14114176,-14471552,904472
647701,904593,10363216,14473488,904593
904645,408845,14474320,6541520,904645
242977,904674,3887632,14474784,904674
-904791,35186,-14476656,562976,904791
904856,571853,14477696,9149648,904856
-360471,904942,-5767536,14479072,904942
-456575,-905422,-7305200,-14486752,905422
905498,-529475,14487968,-8471600,905498
905533,457279,14488528,7316464,905533
-905671,-738057,-14490736,-11808912,905671
-345159,-905823,-5522544,-14493168,905823
-905919,198227,-14494704,3171632,905919
336407,905933,5382512,14494928,905933
79195,-905982,1267120,-14495712,905982
906016,415061,14496256,6640976,906016
-906027,-566271,-14496432,-9060336,906027
906052,-825609,14496832,-13209744,906052
906099,76967,14497584,1231472,906099
596464,-906120,9543424,-14497920,906120
-906299,501128,-14500784,8018048,906299
696420,906309,11142720,14500944,906309
906375,-713049,14502000,-11408784,906375
-906382,80356,-14502112,1285696,906382
86378,906408,1382048,14502528,906408
906538,110000,14504608,1760000,906538
906540,-125611,14504640,-2009776,906540
-906773,-454284,-14508368,-7268544,906773
-906775,-329228,-14508400,-5267648,906775
-906804,152378,-14508864,2438048,906804
308769,906944,4940304,14511104,906944
-24477,-906992,-391632,-14511872,906992
-642656,907033,-10282496,14512528,907033
599795,-907099,9596720,-14513584,907099
-880045,-907101,-14080720,-14513616,907101
-907106,332330,-14513696,5317280,907106
-436470,-907145,-6983520,-14514320,907145
828567,-907145,13257072,-14514320,907145
-402188,-907181,-6435008,-14514896,907181
-690767,-907181,-11052272,-14514896,907181
-683272,907372,-10932352,14517952,907372
907392,-732814,14518272,-11725024,907392
536081,907406,8577296,14518496,907406
907457,-792993,14519312,-12687888,907457
-907487,-756639,-14519792,-12106224,907487
90140,-907590,1442240,-14521440,907590
268961,907628,4303376,14522048,907628
-879202,-907641,-14067232,-14522256,907641
-908020,844801,-14528320,13516816,908020
731938,908055,11711008,14528880,908055
219182,-908076,3506912,-14529216,908076
-908144,-32151,-14530304,-514416,908144
-908317,-51601,-14533072,-825616,908317
-99010,908453,-1584160,14535248,908453
-416449,-908654,-6663184,-14538464,908654
429961,908721,6879376,14539536,908721
526562,908740,8424992,14539840,908740
-41850,908741,-669600,14539856,908741
-810530,-908756,-12968480,-14540096,908756
792713,-908827,12683408,-14541232,908827
-908875,519908,-14542000,8318528,908875
908919,-116701,14542704,-1867216,908919
676133,-909235,10818128,-14547760,909235
-909362,-586436,-14549792,-9382976,909362
3203,909408,51248,14550528,909408
-127933,909411,-2046928,14550576,909411
300030,909424,4800480,14550784,909424
-909537,803042,-14552592,12848672,909537
470246,-909572,7523936,-14553152,909572
-909619,308013,-14553904,4928208,909619
-909661,-418336,-14554576,-6693376,909661
909782,-262293,14556512,-4196688,909782
-30559,909791,-488944,14556656,909791
591722,909814,9467552,14557024,909814
-909871,31146,-14557936,498336,909871
-344763,-909898,-5516208,-14558368,909898
-909940,762305,-14559040,12196880,909940
-710169,910010,-11362704,14560160,910010
-910276,-237570,-14564416,-3801120,910276
184580,-910417,2953280,-14566672,910417
-648525,910464,-10376400,14567424,910464
910471,-493437,14567536,-7894992,910471
405754,910491,6492064,14567856,910491
756460,-910566,12103360,-14569056,910566
910600,77148,14569600,1234368,910600
-374221,910802,-5987536,14572832,910802
-910900,432840,-14574400,6925440,910900
310695,911045,4971120,14576720,911045
493465,911103,7895440,14577648,911103
-203416,-911141,-3254656,-14578256,911141
911159,-745652,14578544,-11930432,911159
789113,911345,12625808,14581520,911345
-911359,-390454,-14581744,-6247264,911359
-270654,911390,-4330464,14582240,911390
-911492,668207,-14583872,10691312,911492
911543,681759,14584688,10908144,911543
239539,911548,3832624,14584768,911548
911782,-228756,14588512,-3660096,911782
-912010,-784990,-14592160,-12559840,912010
353911,-912193,5662576,-14595088,912193
29571,-912276,473136,-14596416,912276
-232572,-912332,-3721152,-14597312,912332
-912370,-899344,-14597920,-14389504,912370
912400,-115798,14598400,-1852768,912400
912465,-823500,14599440,-13176000,912465
-912468,108443,-14599488,1735088,912468
912526,-404009,14600416,-6464144,912526
228458,912618,3655328,14601888,912618
-912645,-775812,-14602320,-12412992,912645
912664,-468177,14602624,-7490832,912664
912723,-906605,14603568,-14505680,912723
-912735,-513965,-14603760,-8223440,912735
673926,-912744,10782816,-14603904,912744
-217456,-912805,-3479296,-14604880,912805
913103,-900855,14609648,-14413680,913103
-913184,-414679,-14610944,-6634864,913184
-913317,-779204,-14613072,-12467264,913317
-800384,913329,-12806144,14613264,913329
533351,-913377,8533616,-14614032,913377
913417,821579,14614672,13145264,913417
-913453,731850,-14615248,11709600,913453
-913453,281072,-14615248,4497152,913453
-913678,-7595,-14618848,-121520,913678
913735,351801,14619760,5628816,913735
-436955,-913774,-6991280,-14620384,913774
-913778,184208,-14620448,2947328,913778
-913916,-710079,-14622656,-11361264,913916
-913937,-148936,-14622992,-2382976,913937
-454572,-913998,-7273152,-14623968,913998
914034,601849,14624544,9629584,914034
-914036,722148,-14624576,11554368,914036
914067,-643963,14625072,-10303408,914067
-413374,914177,-6613984,14626832,914177
914195,-909712,14627120,-14555392,914195
914262,662771,14628192,10604336,914262
-914308,343475,-14628928,5495600,914308
914489,-45581,14631824,-729296,914489
914489,-794814,14631824,-12717024,914489
914849,615599,14637584,9849584,914849
-414016,-914903,-6624256,-14638448,914903
332134,-915029,5314144,-14640464,915029
-49488,-915128,-791808,-14642048,915128
-607621,-915188,-9721936,-14643008,915188
-915195,-453171,-14643120,-7250736,915195
-191750,-915285,-3068000,-14644560,915285
915336,510196,14645376,8163136,915336
849380,915517,13590080,14648272,915517
-528547,915788,-8456752,14652608,915788
915832,-277377,14653312,-4438032,915832
583065,915979,9329040,14655664,915979
-747128,-916099,-11954048,-14657584,916099
916132,-512611,14658112,-8201776,916132
120554,-916253,1928864,-14660048,916253
-916392,-855166,-14662272,-13682656,916392
-916423,-200040,-14662768,-3200640,916423
916526,-473390,14664416,-7574240,916526
-916589,570549,-14665424,9128784,916589
-916825,-384090,-14669200,-6145440,916825
727929,916860,11646864,14669760,916860
917077,763034,14673232,12208544,917077
-303227,917169,-4851632,14674704,917169
-771512,917372,-12344192,14677952,917372
413367,-917446,6613872,-14679136,917446
-41690,917457,-667040,14679312,917457
-917606,-494696,-14681696,-7915136,917606
661288,917698,10580608,14683168,917698
917729,322950,14683664,5167200,917729
917793,384936,14684688,6158976,917793
-146872,917806,-2349952,14684896,917806
917892,138960,14686272,2223360,917892
-655857,918026,-10493712,14688416,918026
510413,918040,8166608,14688640,918040
918215,650089,14691440,10401424,918215
-431424,-918222,-6902784,-14691552,918222
-802986,-918279,-12847776,-14692464,918279
918320,901482,14693120,14423712,918320
918335,-248061,14693360,-3968976,918335
918547,-530150,14696752,-8482400,918547
-534104,-918703,-8545664,-14699248,918703
-918754,551552,-14700064,8824832,918754
918812,650945,14700992,10415120,918812
-39973,919028,-639568,14704448,919028
919033,12258,14704528,196128,919033
172358,-919090,2757728,-14705440,919090
695830,-919092,11133280,-14705472,919092
919118,-161248,14705888,-2579968,919118
565277,-919454,9044432,-14711264,919454
919496,-485397,14711936,-7766352,919496
567250,919516,9076000,14712256,919516
-919532,-803923,-14712512,-12862768,919532
919546,-99459,14712736,-1591344,919546
773893,-919596,12382288,-14713536,919596
-919654,823263,-14714464,13172208,919654
-717570,919680,-11481120,14714880,919680
-634025,-919824,-10144400,-14717184,919824
-919920,627794,-14718720,10044704,919920
-920054,465719,-14720864,7451504,920054
-920110,593217,-14721760,9491472,920110
512539,920184,8200624,14722944,920184
920380,143607,14726080,2297712,920380
920384,694435,14726144,11110960,920384
-920386,-241269,-14726176,-3860304,920386
920569,-50633,14729104,-810128,920569
-920570,-363548,-14729120,-5816768,920570
-906517,920637,-14504272,14730192,920637
-369298,921050,-5908768,14736800,921050
-921100,261980,-14737600,4191680,921100
-921134,-173887,-14738144,-2782192,921134
-921162,382480,-14738592,6119680,921162
921231,-61189,14739696,-979024,921231
-144716,-921251,-2315456,-14740016,921251
-921272,896273,-14740352,14340368,921272
-606783,921338,-9708528,14741408,921338
-921463,744233,-14743408,11907728,921463
571496,921721,9143936,14747536,921721
921849,-245640,14749584,-3930240,921849
921910,285990,14750560,4575840,921910
431591,922000,6905456,14752000,922000
-922087,-135964,-14753392,-2175424,922087
-169487,922106,-2711792,14753696,922106
922113,604444,14753808,9671104,922113
40825,-922206,653200,-14755296,922206
922207,-107444,14755312,-1719104,922207
922927,-634396,14766832,-10150336,922927
-549370,923015,-8789920,14768240,923015
225304,923090,3604864,14769440,923090
923098,376299,14769568,6020784,923098
-923137,786887,-14770192,12590192,923137
923223,-135848,14771568,-2173568,923223
131003,-923252,2096048,-14772032,923252
-923318,-575771,-14773088,-9212336,923318
-273141,923339,-4370256,14773424,923339
-923488,251438,-14775808,4023008,923488
-802313,-923500,-12837008,-14776000,923500
923685,-787545,14778960,-12600720,923685
923722,514159,14779552,8226544,923722
238951,-923769,3823216,-14780304,923769
17560,923943,280960,14783088,923943
-923980,365263,-14783680,5844208,923980
-695473,-924041,-11127568,-14784656,924041
-924091,-651549,-14785456,-10424784,924091
924101,159149,14785616,2546384,924101
-395568,924145,-6329088,14786320,924145
117619,924513,1881904,14792208,924513
-129503,-924527,-2072048,-14792432,924527
-4004,-924590,-64064,-14793440,924590
-924608,542556,-14793728,8680896,924608
206025,924611,3296400,14793776,924611
743833,924618,11901328,14793888,924618
3212,924633,51392,14794128,924633
924894,461665,14798304,7386640,924894
-384304,924952,-6148864,14799232,924952
-724652,925014,-11594432,14800224,925014
383236,925017,6131776,14800272,925017
-925055,44974,-14800880,719584,925055
925064,883873,14801024,14141968,925064
-925148,-512552,-14802368,-8200832,925148
-418189,925199,-6691024,14803184,925199
-458496,-925207,-7335936,-14803312,925207
925241,487482,14803856,7799712,925241
-324046,-925459,-5184736,-14807344,925459
-552294,-925697,-8836704,-14811152,925697
206220,-925701,3299520,-14811216,925701
-864704,925710,-13835264,14811360,925710
-925885,850517,-14814160,13608272,925885
925896,-803887,14814336,-12862192,925896
-925949,-401115,-14815184,-6417840,925949
653227,-926006,10451632,-14816096,926006
-926079,429593,-14817264,6873488,926079
-700552,926083,-11208832,14817328,926083
166763,926169,2668208,14818704,926169
926174,841780,14818784,13468480,926174
-926376,817662,-14822016,13082592,926376
121127,-926527,1938032,-14824432,926527
-528282,-926655,-8452512,-14826480,926655
-927073,735352,-14833168,11765632,927073
-927095,-785715,-14833520,-12571440,927095
927099,380871,14833584,6093936,927099
-150442,927242,-2407072,14835872,927242
419848,-927258,6717568,-14836128,927258
927384,-389106,14838144,-6225696,927384
-424757,-927530,-6796112,-14840480,927530
-927660,-423719,-14842560,-6779504,927660
927676,-186339,14842816,-2981424,927676
394295,927814,6308720,14845024,927814
365923,927825,5854768,14845200,927825
927906,385504,14846496,6168064,927906
927907,385504,14846512,6168064,927907
927935,259891,14846960,4158256,927935
-59684,-928006,-954944,-14848096,928006
-766499,-928349,-12263984,-14853584,928349
706334,928594,11301344,14857504,928594
-444189,928614,-7107024,14857824,928614
-928690,330137,-14859040,5282192,928690
928959,-147915,14863344,-2366640,928959
-151918,928968,-2430688,14863488,928968
-87299,928984,-1396784,14863744,928984
929252,537311,14868032,8596976,929252
152627,-929386,2442032,-14870176,929386
-929439,210157,-14871024,3362512,929439
612592,929562,9801472,14872992,929562
929828,458189,14877248,7331024,929828
678322,929839,10853152,14877424,929839
-929839,-25535,-14877424,-408560,929839
125153,-929847,2002448,-14877552,929847
929859,-142829,14877744,-2285264,929859
-929886,-24201,-14878176,-387216,929886
929938,-922628,14879008,-14762048,929938
266475,929970,4263600,14879520,929970
-588286,-930058,-9412576,-14880928,930058
-930138,-697843,-14882208,-11165488,930138
16257,-930139,260112,-14882224,930139
-766420,-930293,-12262720,-14884688,930293
930358,193512,14885728,3096192,930358
-930430,-773229,-14886880,-12371664,930430
-930496,451447,-14887936,7223152,930496
254603,930569,4073648,14889104,930569
-930762,395109,-14892192,6321744,930762
881740,-930812,14107840,-14892992,930812
282793,-930819,4524688,-14893104,930819
930912,-906654,14894592,-14506464,930912
-930959,795590,-14895344,12729440,930959
-242122,-931016,-3873952,-14896256,931016
-706563,931199,-11305008,14899184,931199
908830,931299,14541280,14900784,931299
656086,931321,10497376,14901136,931321
931340,-838216,14901440,-13411456,931340
-931445,-629939,-14903120,-10079024,931445
101982,931543,1631712,14904688,931543
-931582,-389872,-14905312,-6237952,931582
931838,391233,14909408,6259728,931838
-33854,-931890,-541664,-14910240,931890
931973,140384,14911568,2246144,931973
932027,400524,14912432,6408384,932027
20869,-932034,333904,-14912544,932034
-336116,-932212,-5377856,-14915392,932212
-932293,-713146,-14916688,-11410336,932293
-932420,-718566,-14918720,-11497056,932420
166280,932474,2660480,14919584,932474
-188233,-932512,-3011728,-14920192,932512
932632,920426,14922112,14726816,932632
-50357,932847,-805712,14925552,932847
923189,-932859,14771024,-14925744,932859
-23197,932902,-371152,14926432,932902
-933057,764624,-14928912,12233984,933057
377015,-933157,6032240,-14930512,933157
462936,933405,7406976,14934480,933405
-933414,358005,-14934624,5728080,933414
807727,933426,12923632,14934816,933426
699920,-933427,11198720,-14934832,933427
933429,241555,14934864,3864880,933429
-874767,933610,-13996272,14937760,933610
-933677,-158683,-14938832,-2538928,933677
20572,933717,329152,14939472,933717
-517251,933914,-8276016,14942624,933914
-779791,-933927,-12476656,-14942832,933927
-933934,894305,-14942944,14308880,933934
-933967,-552826,-14943472,-8845216,933967
11603,934072,185648,14945152,934072
-934079,-774333,-14945264,-12389328,934079
-225928,934169,-3614848,14946704,934169
-934421,919878,-14950736,14718048,934421
934429,-89633,14950864,-1434128,934429
-934586,-588773,-14953376,-9420368,934586
314674,934779,5034784,14956464,934779
-274616,-934900,-4393856,-14958400,934900
-605860,934960,-9693760,14959360,934960
934973,437542,14959568,7000672,934973
-934976,451194,-14959616,7219104,934976
935035,-683887,14960560,-10942192,935035
-935043,513377,-14960688,8214032,935043
-315770,-935271,-5052320,-14964336,935271
-935404,541490,-14966464,8663840,935404
248493,-935483,3975888,-14967728,935483
-36193,-935484,-579088,-14967744,935484
935722,226057,14971552,3616912,935722
-289078,935777,-4625248,14972432,935777
